applicant_id,age,score,monthly_income,dti,late_payments,risk_grade,recommendation,age_group
A1828,50,897,8418.28,23.09,0,A,APPROVE,41-50
A1829,29,670,18411.07,11.78,2,B,APPROVE,18-30
A1830,36,417,2725.2,30.47,2,D,REVIEW,31-40
A1831,48,928,11219.86,43.99,4,A,APPROVE,41-50
A1832,67,831,14248.63,38.02,0,A,APPROVE,61-70
A1833,28,374,18770.56,7.4,0,D,DENY,18-30
A1834,24,222,13166.68,20.05,2,E,DENY,18-30
A1835,50,924,16467.59,42.02,2,A,APPROVE,41-50
A1836,65,434,3507.05,25.12,4,D,REVIEW,61-70
A1837,45,212,8946.91,31.48,4,E,DENY,41-50
A1838,24,300,8731.05,41.5,1,E,DENY,18-30
A1839,41,735,17953.19,39.95,3,B,APPROVE,41-50
A1840,67,722,4724.68,25.07,0,B,APPROVE,61-70
A1841,36,651,4733.95,22.51,0,B,APPROVE,31-40
A1842,46,630,7914.05,18.59,4,C,REVIEW,41-50
A1843,51,805,2980.39,33.76,4,A,APPROVE,51-60
A1844,35,912,5284.24,16.48,1,A,APPROVE,31-40
A1845,28,732,19373.77,15.0,3,B,APPROVE,18-30
A1846,38,922,9707.31,19.25,1,A,APPROVE,31-40
A1847,65,851,13376.35,12.09,3,A,APPROVE,61-70
A1848,41,492,15070.0,32.8,0,D,REVIEW,41-50
A1849,57,300,8605.31,29.65,1,E,DENY,51-60
A1850,30,701,4650.09,24.32,4,B,APPROVE,18-30
A1851,59,503,5718.46,20.61,1,C,REVIEW,51-60
A1852,69,739,7638.8,41.36,1,B,APPROVE,61-70
A1853,43,752,13449.23,6.16,0,B,APPROVE,41-50
A1854,23,554,9169.05,35.76,4,C,REVIEW,18-30
A1855,45,502,2122.66,41.08,4,C,REVIEW,41-50
A1856,29,695,11421.33,22.85,2,B,APPROVE,18-30
A1857,32,857,18587.24,27.03,2,A,APPROVE,31-40
A1858,34,426,16617.4,42.78,2,D,REVIEW,31-40
A1859,38,435,16853.8,13.49,0,D,REVIEW,31-40
A1860,29,654,16311.04,25.81,1,B,APPROVE,18-30
A1861,42,212,7827.15,23.99,4,E,DENY,41-50
A1862,39,409,15773.49,15.34,4,D,REVIEW,31-40
A1863,51,940,4576.9,37.74,1,A,APPROVE,51-60
A1864,39,596,13838.89,40.98,4,C,REVIEW,31-40
A1865,67,299,13548.23,36.28,1,E,DENY,61-70
A1866,68,230,2460.26,12.81,0,E,DENY,61-70
A1867,52,727,16183.46,8.47,0,B,APPROVE,51-60
A1868,59,848,18258.47,29.22,0,A,APPROVE,51-60
A1869,53,528,6813.48,7.28,1,C,REVIEW,51-60
A1870,32,365,16623.03,31.91,1,D,DENY,31-40
A1871,66,658,3483.31,26.22,3,B,APPROVE,61-70
A1872,46,299,12799.42,31.51,4,E,DENY,41-50
A1873,54,820,10741.64,28.61,4,A,APPROVE,51-60
A1874,59,372,11826.62,21.91,3,D,DENY,51-60
A1875,62,948,18671.69,13.04,3,A,APPROVE,61-70
A1876,29,361,17683.67,17.23,0,D,DENY,18-30
A1877,32,927,16131.51,25.98,3,A,APPROVE,31-40
A1878,43,462,6926.57,31.07,1,D,REVIEW,41-50
A1879,45,473,18412.74,36.18,2,D,REVIEW,41-50
A1880,62,202,3755.14,35.69,1,E,DENY,61-70
A1881,38,227,17359.93,43.91,3,E,DENY,31-40
A1882,33,525,7906.88,16.43,4,C,REVIEW,31-40
A1883,67,348,2967.9,7.84,1,E,DENY,61-70
A1884,53,739,14048.43,18.83,4,B,APPROVE,51-60
A1885,36,687,6163.04,34.73,1,B,APPROVE,31-40
A1886,37,637,6384.28,22.52,4,C,REVIEW,31-40
A1887,43,264,7508.85,37.71,1,E,DENY,41-50
A1888,49,555,3146.33,26.97,4,C,REVIEW,41-50
A1889,41,732,5188.29,42.19,2,B,APPROVE,41-50
A1890,54,451,2092.51,42.91,0,D,REVIEW,51-60
A1891,31,434,10017.37,7.77,1,D,REVIEW,31-40
A1892,61,426,3516.6,23.26,2,D,REVIEW,61-70
A1893,53,724,14287.75,29.39,0,B,APPROVE,51-60
A1894,54,512,6241.21,15.23,1,C,REVIEW,51-60
A1895,23,248,18984.33,21.28,2,E,DENY,18-30
A1896,54,317,17682.53,32.11,2,E,DENY,51-60
A1897,54,253,7209.94,14.07,2,E,DENY,51-60
A1898,62,849,16097.88,29.08,3,A,APPROVE,61-70
A1899,34,764,16458.41,32.9,4,B,APPROVE,31-40
A1900,51,243,19758.14,8.62,0,E,DENY,51-60
A1901,54,252,12761.12,24.9,4,E,DENY,51-60
A1902,34,785,3475.38,15.52,4,B,APPROVE,31-40
A1903,47,757,13643.07,33.98,4,B,APPROVE,41-50
A1904,43,724,13249.64,12.58,2,B,APPROVE,41-50
A1905,60,876,13490.31,40.69,4,A,APPROVE,51-60
A1906,23,301,7528.62,22.24,3,E,DENY,18-30
A1907,59,597,17474.23,12.92,1,C,REVIEW,51-60
A1908,60,337,19270.5,22.52,2,E,DENY,51-60
A1909,47,874,5918.83,21.35,0,A,APPROVE,41-50
A1910,67,586,3586.74,22.16,1,C,REVIEW,61-70
A1911,36,310,5501.63,28.42,1,E,DENY,31-40
A1912,55,813,16769.94,25.85,1,A,APPROVE,51-60
A1913,63,216,14179.6,10.99,4,E,DENY,61-70
A1914,65,381,13448.85,7.62,4,D,DENY,61-70
A1915,61,735,9232.28,34.18,2,B,APPROVE,61-70
A1916,32,740,12400.9,27.39,4,B,APPROVE,31-40
A1917,24,370,7541.73,19.36,4,D,DENY,18-30
A1918,27,608,10589.6,37.33,4,C,REVIEW,18-30
A1919,30,939,16275.13,20.52,2,A,APPROVE,18-30
A1920,27,577,19662.35,36.84,2,C,REVIEW,18-30
A1921,30,387,18784.8,17.23,3,D,DENY,18-30
A1922,60,429,18809.59,7.91,3,D,REVIEW,51-60
A1923,52,318,9240.03,42.31,3,E,DENY,51-60
A1924,53,355,10438.22,20.78,3,D,DENY,51-60
A1925,62,886,14701.44,36.71,1,A,APPROVE,61-70
A1926,33,664,18599.45,16.17,1,B,APPROVE,31-40
A1927,29,303,4555.9,30.85,3,E,DENY,18-30
A1928,29,803,7476.35,39.93,3,A,APPROVE,18-30
A1929,49,897,4506.44,6.67,0,A,APPROVE,41-50
A1930,41,701,13016.15,38.23,1,B,APPROVE,41-50
A1931,68,892,7513.42,27.85,0,A,APPROVE,61-70
A1932,28,881,7869.94,29.3,0,A,APPROVE,18-30
A1933,32,898,3276.49,25.93,4,A,APPROVE,31-40
A1934,41,374,8296.33,39.98,2,D,DENY,41-50
A1935,37,933,17524.94,6.74,1,A,APPROVE,31-40
A1936,25,944,6195.31,15.44,3,A,APPROVE,18-30
A1937,27,873,14513.37,40.03,3,A,APPROVE,18-30
A1938,43,620,13333.31,35.09,2,C,REVIEW,41-50
A1939,47,333,17542.72,5.71,1,E,DENY,41-50
A1940,24,590,4381.18,25.68,3,C,REVIEW,18-30
A1941,62,935,19596.62,26.18,3,A,APPROVE,61-70
A1942,63,700,12487.32,21.04,4,B,APPROVE,61-70
A1943,35,864,19918.53,16.9,0,A,APPROVE,31-40
A1944,32,232,18407.27,32.27,3,E,DENY,31-40
A1945,39,254,5987.31,13.31,1,E,DENY,31-40
A1946,33,718,3010.92,36.96,2,B,APPROVE,31-40
A1947,44,837,6601.5,37.12,4,A,APPROVE,41-50
A1948,33,211,11496.15,21.61,1,E,DENY,31-40
A1949,34,727,5088.73,16.34,4,B,APPROVE,31-40
A1950,46,919,5014.28,16.36,0,A,APPROVE,41-50
A1951,66,754,10326.68,24.29,3,B,APPROVE,61-70
A1952,40,572,2598.82,33.78,1,C,REVIEW,31-40
A1953,67,683,4193.99,19.35,2,B,APPROVE,61-70
A1954,57,846,9485.5,29.4,0,A,APPROVE,51-60
A1955,66,427,3136.34,20.3,0,D,REVIEW,61-70
A1956,29,822,9141.59,17.18,4,A,APPROVE,18-30
A1957,50,506,10532.11,5.99,0,C,REVIEW,41-50
A1958,53,656,10122.8,5.16,1,B,APPROVE,51-60
A1959,65,359,17645.15,14.09,4,D,DENY,61-70
A1960,39,530,11541.12,21.26,0,C,REVIEW,31-40
A1961,27,424,10423.65,39.05,2,D,REVIEW,18-30
A1962,39,928,9392.77,36.94,1,A,APPROVE,31-40
A1963,40,703,16717.22,15.69,2,B,APPROVE,31-40
A1964,43,655,18111.02,14.78,2,B,APPROVE,41-50
A1965,58,244,17358.36,14.09,4,E,DENY,51-60
A1966,53,413,14123.84,18.57,3,D,REVIEW,51-60
A1967,62,258,4472.51,24.93,4,E,DENY,61-70
A1968,24,843,6983.66,22.55,1,A,APPROVE,18-30
A1969,49,815,2829.14,13.73,1,A,APPROVE,41-50
A1970,31,394,18754.83,10.22,4,D,DENY,31-40
A1971,56,688,13894.37,5.5,3,B,APPROVE,51-60
A1972,50,356,15434.53,11.16,4,D,DENY,41-50
A1973,36,809,7608.29,33.21,1,A,APPROVE,31-40
A1974,54,425,17221.76,14.75,3,D,REVIEW,51-60
A1975,28,611,6672.86,23.74,1,C,REVIEW,18-30
A1976,33,404,2029.59,28.65,3,D,REVIEW,31-40
A1977,51,278,8775.47,40.47,3,E,DENY,51-60
A1978,42,323,12273.71,40.55,4,E,DENY,41-50
A1979,52,670,10616.69,34.83,4,B,APPROVE,51-60
A1980,45,417,17517.37,6.41,4,D,REVIEW,41-50
A1981,41,715,3897.3,28.0,3,B,APPROVE,41-50
A1982,58,801,11968.82,36.46,3,A,APPROVE,51-60
A1983,25,303,11233.63,5.69,1,E,DENY,18-30
A1984,49,592,7065.07,26.99,2,C,REVIEW,41-50
A1985,65,830,16800.11,39.31,4,A,APPROVE,61-70
A1986,41,844,15551.28,23.96,1,A,APPROVE,41-50
A1987,45,807,15191.47,5.16,1,A,APPROVE,41-50
A1988,53,633,17771.46,5.44,0,C,REVIEW,51-60
A1989,62,530,15010.12,21.67,4,C,REVIEW,61-70
A1990,57,342,6173.14,11.2,1,E,DENY,51-60
A1991,55,739,14700.13,31.58,0,B,APPROVE,51-60
A1992,57,477,7538.65,33.35,4,D,REVIEW,51-60
A1993,23,432,6359.14,12.12,3,D,REVIEW,18-30
A1994,36,728,3314.06,40.54,0,B,APPROVE,31-40
A1995,55,770,15392.51,22.68,3,B,APPROVE,51-60
A1996,57,289,14798.02,10.71,2,E,DENY,51-60
A1997,27,691,6220.99,35.57,2,B,APPROVE,18-30
A1998,60,398,15488.82,36.6,2,D,DENY,51-60
A1999,63,561,18521.14,30.57,2,C,REVIEW,61-70
